Gw,YR,MN,TYP,CITY,CSIZk,CCLASS,REGION,REGIAB,COMPANY,GROUP,EC,ACTNAME,NSZZ,RZM,SN0,SN1,A1,A2,PPL,R1,R2,SITE,DR,CLAIMNAME,C1,C2,DI,TR,RS,VAN,VIO,INT,SOL
1,9,5,1,Wrocław,638,3,1,DS,99,99,99,SR80,0,0,1,1,1,0,12,4,0,2,2,0,2,6,1,1,0,0,0,0,0
1,9,6,1,Białystok,297,3,10,PD,Filharmonia Białystok,0,18,0,0,0,1,1,6,0,100,3,0,3,0,0,2,4,2,2,2,0,0,0,0
6,9,6,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,1,0,5000,3,0,5,0,0,2,23,1,1,0,0,0,0,0
1,9,6,2,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,0,6,0,1,0,0,10,0,2,3,0,0,0,0,0
5,9,6,1,Katowice,298,3,12,SL,99,99,99,S,1,0,1,1,1,0,10000,3,0,3,0,anniversary of transformation,2,23,1,1,0,0,0,0,0
1,9,6,1,Kielce,198,3,13,SK,0,0,16,KP,0,0,1,1,2,0,0,3,0,3,0,0,1,0,1,2,0,0,0,0,0
1,9,6,1,Łapy,16,0,10,PD,Łapy ZNTK,0,3,0,0,0,1,1,6,0,0,3,0,5,0,0,2,0,2,1,0,0,0,0,0
1,9,6,1,Łódź,697,3,5,LO,UŁ,0,16,IP / MS,0,0,1,1,1,7,0,3,0,5,0,0,23,0,2,4,3,0,0,0,0
1,9,6,2,Olsztyn,173,3,14,WM,0,education staff,16,ZNP,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0
7,9,6,1,PL,0,99,97,PL,Enea,0,4,0,0,0,5,5,2,0,4500,2,0,1,1,0,1,0,1,3,1,0,0,0,0
2,9,6,2,PL,0,99,97,PL,0,judges,15,0,0,0,0,1,3,0,0,5,0,1,0,0,1,0,1,2,0,0,0,0,0
1,9,6,1,PL,0,99,97,PL,military industry,0,3,S / SR80,1,0,0,1,2,0,0,3,0,2,0,0,2,10,2,1,0,0,0,0,0
2,9,6,2,Stalowa Wola,63,0,9,PK,Stalowa Wola foundry,0,3,0,0,0,1,1,2,0,0,4,0,2,0,0,10,0,2,1,1,0,0,0,0
1,9,6,1,Szczecin,405,3,16,ZP,0,education staff,16,ZNP,0,0,1,1,2,6,100,3,0,3,0,0,1,0,2,2,2,0,0,0,0
1,9,6,1,Wodzisław Śląski,49,0,12,SL,Wodzisław city,0,17,0,0,0,1,1,4,0,260,2,0,1,1,0,1,0,1,3,0,0,0,0,0
1,9,7,2,Białystok,297,3,10,PD,Cefarm,0,7,0,0,0,50,50,2,0,0,2,0,1,0,0,5,0,1,3,0,0,0,0,0
3,9,7,1,LL,0,99,3,LL,0,0,17,0,0,0,1,1,2,0,150,3,0,4,0,0,15,0,2,4,0,0,0,0,0
4,9,7,1,LL,0,99,3,LL,0,0,17,0,0,0,20,20,2,0,0,2,0,1,3,0,15,0,2,4,0,0,0,0,0
4,9,7,1,Łódź,697,3,5,LO,Hanpol,0,3,IP,0,0,1,1,2,0,55,4,0,1,7,0,12,0,2,4,0,0,0,0,0
3,9,7,1,Łódź,697,3,5,LO,MPK Łódź,0,8,S,1,0,1,1,2,0,250,2,0,1,1,0,1,0,1,3,0,0,0,0,0
3,9,7,1,PK,0,99,9,PK,0,0,17,0,0,0,0,1,2,0,0,2,0,1,3,0,15,0,2,4,0,0,0,0,0
4,9,7,1,PK,0,99,9,PK,0,0,17,0,0,0,1,1,2,0,100,3,0,4,0,0,15,0,2,4,0,0,0,0,0
2,9,7,1,Poznań,542,3,15,WL,HCP,0,3,IP,0,0,1,1,2,0,125,3,0,1,0,0,3,10,2,3,0,0,0,0,0
3,9,7,1,Radom,216,0,7,MZ,Radom city,0,17,PIP,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,3,0,0,0,0
3,9,7,1,SK,0,99,13,SK,0,0,17,0,0,0,0,1,2,0,0,2,0,1,3,0,15,0,2,4,0,0,0,0,0
3,9,7,1,SK,0,99,13,SK,0,0,17,0,0,0,1,1,2,0,50,3,0,4,0,0,15,0,2,4,0,0,0,0,0
2,9,7,1,Warszawa,1754,3,7,MZ,Vagra,0,6,0,0,0,1,1,5,0,47,4,0,4,5,0,11,0,1,4,2,0,0,0,0
2,9,7,1,Warszawa,1754,3,7,MZ,LOT Ground Services,0,8,0,0,0,1,1,4,0,0,5,0,1,0,0,12,0,2,3,0,0,0,0,0
2,9,7,1,Warszawa,1754,3,7,MZ,Radio 2,0,10,0,0,0,1,1,4,0,0,2,0,1,3,0,15,0,2,5,0,0,0,0,1
1,9,7,1,Wrocław,638,3,1,DS,Wrocław city,0,17,0,0,0,0,1,4,0,50,4,0,1,4,0,4,0,2,2,0,0,0,0,0
1,9,7,1,Wrocław,638,3,1,DS,Ruch,0,7,S,1,0,1,1,2,0,45,3,0,1,0,0,4,10,2,3,3,0,0,0,0
2,9,8,1,Białogard,24,0,16,ZP,Białogard hospital,0,17,S,1,0,1,1,2,0,100,3,0,3,0,0,2,15,1,2,3,0,0,0,0
4,9,8,2,DS,0,99,1,DS,Tauron,0,4,0,0,0,1,1,2,0,0,2,0,1,0,0,8,0,2,1,1,0,0,0,0
2,9,8,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,30,4,0,5,0,0,7,0,1,1,3,0,0,0,0
2,9,8,1,Gdynia,247,0,11,PM,Gdynia military shipyard,0,3,S,1,0,1,1,2,0,0,3,0,2,0,0,10,0,2,1,1,0,0,0,0
1,9,8,1,Kraków,765,3,6,MP,Hutnik,0,18,0,0,0,1,1,4,0,0,5,0,1,3,0,11,0,1,3,3,0,0,0,0
3,9,8,1,Krosno,47,0,9,PK,Krosno hospital,0,17,0,0,0,1,1,2,0,100,5,0,1,0,0,4,0,1,3,3,0,0,0,0
1,9,8,2,Lublin,340,3,3,LL,0,police,15,0,0,0,1,1,2,0,0,3,0,1,0,0,11,0,1,3,0,0,0,0,0
10,9,8,1,Łączna,1,0,1,DS,Bukowa Kwarcytu,0,2,S,1,0,1,1,2,0,70,4,0,6,1,0,2,8,2,1,1,0,0,0,0
2,9,8,1,Poznań,542,3,15,WL,Enea,0,4,0,0,0,1,1,2,0,0,2,0,1,1,0,8,0,2,1,0,0,0,0,0
1,9,8,1,Poznań,542,3,15,WL,HCP,0,3,IP,0,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,2,0,0,0,0
21,9,8,1,Radom,216,0,7,MZ,Radom city,0,17,PIP,0,0,1,1,2,0,180,2,4,1,6,0,1,0,1,3,1,0,0,0,1
8,9,8,1,Radom,216,0,7,MZ,Radom city,0,17,PIP,0,0,1,1,1,0,500,3,0,3,0,0,1,0,1,3,3,0,0,0,1
5,9,8,2,Rzeszów,188,3,9,PK,MPK Rzeszów,0,8,S,1,0,1,1,2,0,0,2,0,1,1,0,11,0,1,3,1,0,0,0,0
1,9,8,1,SK,0,99,13,SK,0,0,17,S,1,0,1,1,1,0,0,8,0,5,0,0,15,0,1,1,0,0,0,0,0
1,9,8,2,Warszawa,1754,3,7,MZ,TVP,0,10,0,0,0,1,1,2,0,0,2,0,1,0,0,10,0,2,3,3,0,0,0,0
14,9,8,1,Wrocław,638,3,1,DS,KGHM,0,2,S,1,0,0,1,2,0,0,2,0,1,1,0,8,0,2,1,3,0,0,0,0
2,9,8,1,Zamość,65,0,3,LL,Hetman,0,18,0,0,0,1,1,4,0,0,2,0,1,0,0,11,0,1,3,1,0,0,0,0
1,9,9,1,Gdynia,247,0,11,PM,Gdynia shipyard,0,3,S,1,0,1,1,1,0,0,3,0,5,0,0,2,10,1,2,0,0,0,0,0
1,9,9,1,Gniezno,69,0,15,WL,Gniezno police,0,15,0,0,0,1,1,2,0,100,2,0,1,0,0,4,0,2,3,1,0,0,0,0
4,9,9,1,Leżajsk,14,0,9,PK,PUP Leżajsk,0,15,S,1,0,1,1,1,0,200,3,0,1,0,0,6,10,2,3,1,0,0,0,0
8,9,9,2,Poznań,542,3,15,WL,Enea,0,4,0,0,0,1,1,2,0,0,2,0,1,0,0,8,0,2,1,1,0,0,0,0
1,9,9,1,Poznań,542,3,15,WL,HCP,0,3,IP / FA,0,0,1,1,2,7,40,4,0,6,1,0,10,0,2,3,0,0,0,0,0
5,9,9,1,Poznań,542,3,15,WL,HCP,0,3,IP / OPZZ / S,1,0,1,1,2,0,500,3,0,3,0,0,10,0,2,3,0,0,0,0,0
6,9,9,1,Szczecin,405,3,16,ZP,0,shipyard industry,3,S,1,0,4,4,1,0,5000,3,0,5,0,0,2,10,1,2,0,1,0,0,0
1,9,9,1,Toruń,202,3,2,KP,0,archeology,13,0,0,0,1,1,4,0,0,3,0,4,0,0,2,0,2,4,3,0,0,0,0
1,9,9,1,Tychy,128,0,12,SL,Fiat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,3,23,2,3,1,0,0,0,0
3,9,9,1,Warszawa,1754,3,7,MZ,Warszawa Konarskiego school,0,17,0,0,0,1,1,6,0,200,5,0,1,5,0,4,0,2,3,3,0,0,0,0
1,9,9,1,Wrocław,638,3,1,DS,WTS,0,18,S,1,0,1,1,2,0,0,5,0,1,0,0,11,0,1,3,3,0,0,0,0
1,9,10,1,Białystok,297,3,10,PD,0,0,17,0,0,0,1,1,4,0,44,2,0,1,0,0,1,0,1,3,3,0,0,0,0
3,9,10,2,Białystok,297,3,10,PD,Białystok combined,0,17,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,2,2,3,0,0,0,0
1,9,10,1,Gliwice,182,0,12,SL,Bumar,0,3,S,1,0,1,1,2,0,325,3,0,3,0,0,2,10,2,2,0,0,0,0,0
1,9,10,1,Gliwice,182,0,12,SL,ZLK,0,8,S,1,0,2,2,2,0,30,6,0,1,0,0,12,0,2,1,0,0,0,0,0
1,9,10,1,Gorzów,124,3,15,LS,PKP,0,8,0,0,0,5,5,2,0,4000,3,0,1,0,0,12,0,2,3,3,0,0,0,0
3,9,10,1,Gorzów,124,3,15,LS,PKP,0,8,0,0,0,5,5,2,0,50,6,0,1,4,0,12,0,2,3,1,0,0,0,0
1,9,10,1,Katowice,298,3,12,SL,MOPS Katowice,0,17,0,0,0,1,1,4,0,125,3,0,3,0,0,4,0,2,2,3,0,0,0,0
1,9,10,2,Kraków,765,3,6,MP,Rajska library,0,18,0,0,0,1,1,4,0,0,1,0,0,0,0,15,0,1,2,2,0,0,0,0
2,9,10,2,Kraków,765,3,6,MP,PKP,0,8,S,1,0,1,1,2,0,0,4,0,6,0,0,3,12,2,3,2,0,0,0,0
3,9,10,1,Lublin,340,3,3,LL,Tesco,0,7,SR80,0,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,3,0,0,0,1
2,9,10,1,Lublin,340,3,3,LL,UMCS,0,16,ZNP / S / S80,1,0,1,1,2,0,0,3,0,1,0,0,10,0,2,3,3,0,0,0,0
7,9,10,1,Lublin,340,3,3,LL,UMCS,0,16,ZNP / S / S80,1,0,1,1,2,7,100,3,0,1,0,0,10,0,2,3,3,0,0,0,0
2,9,10,1,Łódź,697,3,5,LO,0,truck transport,8,0,0,0,1,1,4,4,50,3,0,4,0,0,2,11,2,4,0,0,0,0,0
1,9,10,1,Łódź,697,3,5,LO,Łódź Kopernik,0,17,0,0,0,1,1,2,0,0,3,0,1,0,0,10,13,2,3,2,0,0,0,0
1,9,10,1,Poznań,542,3,15,WL,TVP,0,10,0,0,0,1,1,4,0,50,3,0,1,0,0,4,0,2,3,0,0,0,0,0
9,9,10,2,Poznań,542,3,15,WL,HCP,0,3,IP / OPZZ / S / FA,1,0,1,1,2,0,2000,3,0,3,0,0,10,0,2,2,0,1,1,0,1
2,9,10,1,Radom,216,0,7,MZ,ZTE,0,3,S,1,0,1,1,1,0,1500,3,0,1,0,0,6,0,2,3,3,0,0,0,0
1,9,10,2,SL,0,99,12,SL,0,0,17,S,1,0,0,1,1,0,0,3,0,2,0,0,2,15,2,1,0,0,0,0,0
1,9,10,2,Toruń,202,3,2,KP,Elana,0,18,0,0,0,1,1,4,0,0,2,0,1,0,0,11,0,1,3,0,0,0,0,0
1,9,10,1,Toruń,202,3,2,KP,ZLK,0,8,S,1,0,1,1,2,0,0,3,0,2,0,0,3,12,2,1,0,0,0,0,0
1,9,11,1,Bydgoszcz,355,3,2,KP,Bydgoszcz university,0,17,PIP,0,0,1,1,2,0,30,5,0,1,0,0,1,0,1,3,2,0,0,0,0
1,9,11,2,Bydgoszcz,355,3,2,KP,Mobilis,0,8,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,2,0,0,0,0
1,9,11,1,Gdańsk,464,3,11,PM,Tesco,0,7,SR80,0,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,0,0,0,0,0
1,9,11,1,Katowice,298,3,12,SL,Katowice hospital,0,17,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
1,9,11,1,Katowice,298,3,12,SL,Ikea / Solid,0,14,S,1,0,1,1,2,0,0,3,0,1,0,0,1,6,1,3,3,0,0,0,0
1,9,11,1,Olsztyn,173,3,14,WM,Olsztyn psychiatric,0,17,S,1,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,3,0,0,0,0
2,9,11,1,Piekary Śląskie,56,0,12,SL,0,0,17,0,0,0,0,1,2,0,0,2,0,1,6,0,1,0,1,3,1,0,0,0,0
2,9,11,2,SL,0,99,12,SL,0,0,17,PIP,0,0,0,1,1,0,0,3,0,2,0,0,1,14,1,1,0,0,0,0,0
5,9,11,1,Toruń,202,3,2,KP,Torfarm,0,3,S,1,0,6,6,1,0,1250,3,0,1,0,0,6,10,2,3,3,0,0,0,1
1,9,12,1,Białystok,297,3,10,PD,PKP,0,8,S,1,0,1,1,2,0,10,6,0,1,0,0,3,10,2,3,0,0,0,0,0
1,9,12,1,Katowice,298,3,12,SL,PKP,0,8,S,1,0,1,1,2,0,0,4,0,6,1,0,10,0,2,3,0,0,0,0,0
1,9,12,1,Kielce,198,3,13,SK,Poczta Polska,0,8,0,0,0,3,3,2,0,30,3,0,1,0,0,1,3,1,3,2,0,0,0,0
1,9,12,1,Opatów,6,0,13,SK,CollarTextil,0,3,S,1,0,1,1,3,0,100,4,0,3,1,0,11,0,1,3,1,0,0,0,0
6,9,12,1,Opatów,6,0,13,SK,CollarTextil,0,3,S / OPZZ / PIS,1,0,1,1,2,8,150,4,0,1,6,0,11,0,1,3,0,0,0,0,0
2,9,12,1,Opole,128,3,8,OP,Opole MSWIA,0,17,PIP,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,2,0,0,0,0
6,9,12,1,PL,0,99,97,PL,0,police,15,0,0,0,1,1,1,0,4000,3,0,2,0,0,11,0,1,3,3,0,0,0,0
4,9,12,1,PL,0,99,97,PL,99,99,99,S,1,0,0,1,1,0,3000,3,0,2,0,0,2,15,1,1,1,0,0,0,0
1,9,12,1,SL,0,99,12,SL,Południowy Koncern Węglowy,0,2,S,1,0,3,3,2,0,0,3,0,1,0,0,1,0,1,3,3,0,0,0,0
1,9,12,1,Szczecin,405,3,16,ZP,Zakłady Chemiczne Police,0,3,S,1,0,1,1,2,0,400,3,0,1,0,0,3,10,2,1,0,0,0,0,0
1,9,12,1,Szczecin,405,3,16,ZP,0,0,16,ZNP,0,0,0,1,2,0,0,3,0,3,1,0,15,0,2,2,0,0,0,0,0
1,9,12,1,Wrocław,638,3,1,DS,0,0,16,S,1,0,0,1,2,0,0,3,0,3,0,0,1,0,2,2,1,0,0,0,0
1,9,12,2,Zielona Góra,139,3,4,LS,Zielona Góra city companies,0,15,0,0,0,5,5,2,0,0,2,0,0,0,0,1,0,1,2,3,0,0,0,0
2,10,1,1,Białystok,297,3,10,PD,BisonBial,0,3,0,0,0,1,1,2,0,300,3,0,1,0,0,10,0,2,3,0,0,0,0,0
2,10,1,1,Częstochowa,227,0,12,SL,0,0,17,0,0,0,2,2,2,0,0,2,0,1,3,0,2,5,2,3,3,0,0,0,0
1,10,1,1,Kielce,198,3,13,SK,PKS Kielce,0,8,S,1,0,1,1,2,0,30,7,0,9,99,0,11,0,1,3,3,0,0,0,0
2,10,1,1,Łódź,697,3,5,LO,ŁKS,0,18,0,0,0,1,1,4,0,0,2,0,1,3,0,11,0,1,3,1,0,0,0,0
2,10,1,1,Opatów,6,0,13,SK,CollarTextil,0,3,S,1,0,1,1,2,0,40,3,0,3,5,0,11,12,1,4,0,0,0,0,0
6,10,1,1,Opatów,6,0,13,SK,CollarTextil,0,3,S,1,0,1,1,2,0,3,6,0,1,5,0,11,0,1,3,0,0,0,0,0
1,10,1,1,Ostrów Wielkopolski,73,0,15,WL,EKK Wagon,0,3,S,1,0,1,1,2,0,300,5,0,1,3,0,11,0,1,3,3,0,0,0,0
2,10,1,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,300,2,0,1,5,0,11,0,1,3,1,0,0,0,0
2,10,1,1,Rzeszów,188,3,9,PK,0,healthcare,17,0,0,0,1,1,2,0,800,3,0,4,0,0,15,0,1,4,0,0,0,0,0
1,10,1,1,Rzeszów,188,3,9,PK,PKP,0,8,S,1,0,1,1,2,0,200,3,0,3,0,0,2,15,1,2,0,0,0,0,0
2,10,1,1,Starachowice,49,0,13,SK,0,0,17,PIP,0,0,1,1,2,0,10,6,0,1,4,0,8,0,2,2,1,0,0,0,0
2,10,1,1,Tychy,128,0,12,SL,Fiat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,1,2,0,0,0,0
2,10,1,2,Tychy,128,0,12,SL,Fiat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,1,2,0,0,0,0
1,10,1,2,Włocławek,113,0,2,KP,Włocławek hospital,0,17,0,0,0,1,1,4,0,0,5,0,1,0,0,1,0,1,3,1,0,0,0,0
1,10,1,1,Zagórze,2,0,6,MP,PKP,0,8,S,1,0,1,1,2,0,200,3,0,3,0,0,2,15,1,2,0,0,0,0,0
1,10,1,2,Zielona Góra,139,3,4,LS,0,0,5,0,0,0,2,2,2,0,260,2,0,1,0,0,1,0,1,2,1,0,0,0,0
3,10,2,2,Lublin,340,3,3,LL,PKS Wschód,0,8,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,1,0,0,0,0
13,10,2,2,PK,0,99,9,PK,0,healthcare,17,PIP,0,0,5,5,2,0,500,2,6,1,6,0,1,0,1,3,2,0,0,0,0
5,10,2,1,PK,0,99,9,PK,0,healthcare,17,PIP,0,0,1,1,3,0,30,3,0,2,5,0,1,0,1,1,1,0,0,0,1
3,10,2,2,PL,0,99,97,PL,0,healthcare,17,PIP,0,0,0,1,1,0,0,2,0,1,0,0,1,0,1,1,1,0,0,0,0
1,10,2,1,Poznań,542,3,15,WL,Poznań Żabka,0,7,IP,0,0,1,1,2,0,0,3,0,1,0,0,11,0,2,3,3,0,0,0,0
4,10,2,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,0,2,0,1,9,0,11,0,1,3,1,0,0,0,0
2,10,2,2,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,0,2,0,1,5,0,11,0,1,3,1,0,0,0,0
3,10,2,1,Szczecin,405,3,16,ZP,0,0,16,0,0,0,3,3,2,0,0,7,0,9,99,0,1,0,1,2,1,0,0,0,0
2,10,2,2,Tychy,128,0,12,SL,Fiat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,1,2,0,0,0,0
2,10,3,1,Białystok,297,3,10,PD,BisonBial,0,3,0,0,0,1,1,2,0,0,3,0,1,0,0,10,0,2,3,0,0,0,0,0
2,10,3,1,Białystok,297,3,10,PD,PLK,0,8,S,1,0,1,1,2,0,50,4,0,6,1,0,1,0,1,3,3,0,0,0,0
1,10,3,1,Bielsko Biała,172,0,12,SL,Proseat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,1,0,0,0,0
1,10,3,2,Bielsko Biała,172,0,12,SL,Proseat,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,1,0,0,0,0
1,10,3,1,Dąbrowa Górnicza,124,0,12,SL,PonarDefum,0,3,S,1,0,1,1,2,0,100,3,0,3,0,0,10,0,2,2,1,0,0,0,0
1,10,3,1,Katowice,298,3,12,SL,Real,0,7,S,1,0,4,4,1,0,0,2,0,1,0,0,14,0,2,3,2,0,0,0,0
1,10,3,1,Kielce,198,3,13,SK,PKP,0,8,S,1,0,1,1,2,0,700,3,0,1,0,0,10,0,2,3,0,0,0,0,0
1,10,3,1,Kielce,198,3,13,SK,PKS Kielce,0,8,S,1,0,1,1,2,0,9,4,0,3,2,0,10,0,2,2,2,0,0,0,0
1,10,3,1,Koluszki,13,0,5,LO,PKP,0,8,S,1,0,1,1,2,0,0,4,0,6,1,0,1,0,1,3,3,0,0,0,0
1,10,3,1,Łódź,697,3,5,LO,0,0,17,0,0,0,2,2,4,0,0,3,0,4,0,0,15,0,1,4,0,0,0,0,0
1,10,3,1,MP,0,99,6,MP,PKP Cargo,0,8,S,1,0,1,1,2,0,6,6,0,1,0,0,3,0,2,3,0,0,0,0,0
1,10,3,1,MZ,7,99,7,MZ,PKS MZ,0,8,0,0,0,7,7,2,0,140,3,0,2,0,0,8,0,2,1,0,0,0,0,0
1,10,3,1,Olsztyn,173,3,14,WM,Olsztyn psychiatric,0,17,0,0,0,1,1,2,0,18,5,0,1,0,0,1,0,1,3,2,0,0,0,0
2,10,3,1,Olsztyn,173,3,14,WM,Energa,0,4,S,1,0,33,33,2,0,0,2,0,1,1,0,1,2,1,3,0,0,0,0,0
3,10,3,2,Radom,216,0,7,MZ,PUP Radom,0,15,0,0,0,1,1,2,0,0,1,0,1,0,0,1,15,1,2,0,0,0,0,0
2,10,3,1,Szczecin,405,3,16,ZP,Szczecin military,0,17,0,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,2,0,0,0,0
1,10,3,1,Warszawa,1754,3,7,MZ,PR Trójka,0,10,0,0,0,1,1,6,0,50,3,0,1,0,0,10,0,2,3,0,0,0,0,0
1,10,3,1,Warszawa,1754,3,7,MZ,IPP,0,17,0,0,0,1,1,2,0,72,1,0,1,0,0,1,0,1,3,3,0,0,0,0
2,10,3,1,Warszawa,1754,3,7,MZ,99,99,99,PIP / OPZZ / SR80,0,0,1,1,1,0,5000,8,0,5,0,manifa,20,21,1,5,0,0,0,0,0
1,10,3,1,Warszawa,1754,3,7,MZ,0,taxi,8,S,1,0,1,1,2,0,0,3,0,6,0,against unlawful competition,2,0,1,1,0,0,0,0,0
1,10,3,1,Wrocław,638,3,1,DS,PLK,0,8,0,0,0,1,1,2,0,50,4,0,6,0,0,1,0,1,3,3,0,0,0,0
1,10,3,1,Wrocław,638,3,1,DS,0,0,17,0,0,0,1,1,4,0,0,5,0,1,0,0,1,15,1,3,1,0,0,0,0
3,10,4,1,Gdańsk,464,3,11,PM,PLK,0,8,0,0,0,1,1,2,0,0,4,0,6,1,0,1,0,1,3,3,0,0,0,0
1,10,4,2,Gdańsk,464,3,11,PM,GPEC,0,4,S,1,0,1,1,2,0,0,2,0,1,0,0,4,10,2,3,0,0,0,0,0
1,10,4,1,Katowice,298,3,12,SL,0,0,17,PIP,0,0,5,5,1,0,200,8,0,3,0,0,1,15,1,2,3,0,0,0,0
3,10,4,1,Lublin,340,3,3,LL,PLK,0,8,0,0,0,1,1,2,0,0,4,0,6,1,0,1,0,1,1,3,0,0,0,0
1,10,4,2,Stalowa Wola,63,0,9,PK,Stal Stalowa Wola,0,18,0,0,0,1,1,4,0,0,5,0,1,1,0,11,0,1,3,0,0,0,0,0
1,10,4,1,Włoszczowa,11,0,13,SK,PLK,0,8,0,0,0,1,1,2,0,60,4,0,6,1,0,1,0,1,3,3,0,0,0,0
4,10,5,1,Gdańsk,464,3,11,PM,Energa,0,4,S,1,0,1,1,2,0,2500,3,0,1,0,0,1,3,1,2,1,0,0,0,0
1,10,5,2,Gdańsk,464,3,11,PM,Energa,0,4,S,1,0,1,1,2,0,0,2,0,1,0,0,1,3,1,2,1,0,0,0,0
7,10,5,1,Gostynin,19,0,7,MZ,PKS Gostynin,0,8,0,0,0,1,1,2,0,90,2,6,1,7,0,1,8,1,3,1,0,0,0,0
3,10,5,1,Kielce,198,3,13,SK,PKS Kielce,0,8,S,1,0,1,1,2,0,30,4,0,2,8,0,10,0,2,1,3,0,0,0,0
1,10,5,1,Kielce,198,3,13,SK,99,99,99,SLD,0,0,1,1,8,0,0,8,0,5,0,labour day,20,21,1,5,0,0,0,0,0
1,10,5,1,Lublin,340,3,3,LL,0,education staff,16,ZNP,0,0,1,1,1,0,0,3,0,3,0,0,1,0,1,2,0,0,0,0,0
2,10,5,1,Warszawa,1754,3,7,MZ,99,99,99,OPZZ / SLD / UP / SDPL / Zieloni,0,0,1,1,1,8,1100,8,0,5,0,labour day,20,21,1,5,0,0,0,0,0
1,10,5,1,Warszawa,1754,3,7,MZ,99,99,99,PPS,0,0,1,1,8,0,0,8,0,5,0,labour day,20,21,1,5,0,0,0,0,0
1,10,5,1,Warszawa,1754,3,7,MZ,99,99,99,ZNP / S80,0,0,1,1,1,7,100,8,0,5,0,labour day,20,21,1,5,0,0,0,0,0
3,10,5,1,Wrocław,638,3,1,DS,TVP,0,10,S,1,0,4,4,2,0,150,3,0,1,0,0,3,10,2,1,0,0,0,0,0
2,10,6,2,Bydgoszcz,355,3,2,KP,Zachem,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,10,0,2,3,1,0,0,0,0
1,10,6,1,Bydgoszcz,355,3,2,KP,0,0,16,S,1,0,1,1,2,0,100,3,0,3,0,0,2,14,1,1,0,0,0,0,0
1,10,6,1,Bytom,170,0,12,SL,Polonia Bytom,0,18,0,0,0,1,1,4,0,0,5,0,1,5,0,11,0,1,3,2,0,0,0,0
1,10,6,1,Gdańsk,464,3,11,PM,0,0,16,S,1,0,1,1,2,0,0,3,0,3,0,0,2,14,1,1,0,0,0,0,0
3,10,6,1,Gniewczyna Łańcucka,2,0,9,PK,Fabryka Wagonów Gniewczyna,0,3,S,1,0,1,1,2,0,300,3,0,1,0,0,6,10,2,3,0,0,0,0,0
4,10,6,1,Katowice,298,3,12,SL,KW,0,2,S / SR80,1,0,1,1,2,0,1500,3,0,1,0,0,3,0,2,3,0,0,0,0,0
1,10,6,1,Kielce,198,3,13,SK,0,0,16,S,1,0,1,1,2,0,150,3,0,3,0,0,2,14,1,1,0,0,0,0,0
1,10,6,1,Kraków,765,3,6,MP,0,street artists,18,0,0,0,1,1,5,0,0,8,0,5,1,0,2,20,1,2,2,0,0,0,0
4,10,6,1,Lublin,340,3,3,LL,0,taxi,8,0,0,0,1,1,4,0,250,4,0,6,0,0,1,2,1,2,1,0,0,0,0
1,10,6,1,Lublin,340,3,3,LL,0,0,16,S,1,0,1,1,2,0,50,3,0,3,0,0,2,14,1,1,0,0,0,0,0
1,10,6,1,Olsztyn,173,3,14,WM,Energa,0,4,S,1,0,3,3,2,0,0,2,0,1,3,0,3,0,1,3,0,0,0,0,0
1,10,6,1,Olsztyn,173,3,14,WM,0,0,16,S,1,0,1,1,2,0,50,3,0,3,0,0,2,14,1,1,0,0,0,0,0
1,10,6,1,Poznań,542,3,15,WL,HCP,0,3,OPZZ / S80,0,0,1,1,2,0,50,3,0,1,0,0,10,0,2,3,0,0,0,0,0
1,10,6,1,Szczecin,405,3,16,ZP,Szczecin military,0,17,0,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,2,0,0,0,0
